Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
4380,5,atul18,India,27810,2003,2003,56,5,20200413 173000,Dayananda Sagar College of Engineering
4380,5,indranildgupta,India,27810,2003,2003,134,11,20200713 150000,Kalyani Government Engineering College
4380,5,arunroxx,India,27810,2003,2003,78,10,20200218 160002,Netaji Subhas University Of Technology
4380,5,dushyant7917,India,27810,2003,2003,155,19,20181112 150000,SRM Institute of Science and TechnologyChennai
4380,5,vaib077,India,27810,2003,2036,95,5,20200824 001500,Indian Institute of Information TechnologyAllahabad
4380,5,anshul1998,India,27810,2003,2003,173,14,20200824 001500,Indian Institute of Technology Roorkee
4380,5,dollarakshay,India,27810,2003,2093,96,20,20190715 150000,
4380,5,mrx98,Uzbekistan,30,2003,2003,23,3,20181118 183000,Tashkent University of Information Technologies
4380,5,serendipity97,India,27810,2003,2003,72,7,20200829 223000,Indian Institute of Information TechnologyLucknow
4380,5,sain2801,India,27810,2003,2003,54,2,20200113 150002,National Institute of Technology Warangal
4380,5,manish3749,India,27810,2003,2003,93,25,20180319 000000,Birla Institute of Technology Mesra
4380,5,deadshooterv2,India,27810,2003,2003,31,5,20200511 150000,PhonePe
4380,5,mohitverma2103,India,27810,2003,2003,135,12,20190415 150000,Indian Institute of Information TechnologyAllahabad
4380,5,shivam1297,India,27810,2003,2016,202,23,20191015 180000,ABV  Indian Institute of Information Technology and Management Gwalior
4380,5,itzshivam,India,27810,2003,2003,118,17,20171230 223000,Indian Institute of Technology Roorkee
4380,5,gamer101,India,27810,2003,2086,82,6,20200627 223000,International Institute of Information TechnologyHyderabad
4380,5,yash1301,India,27810,2003,2003,74,3,20190218 000000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4380,5,ahsan11,India,27810,2003,2003,25,4,20200511 150000,Indian Institute of Technology Kanpur
4380,5,degeneratorx,India,27810,2003,2003,39,11,20200413 173000,Jadavpur University
4408,5,newbass,India,28040,2002,2002,109,15,20180122 000000,International Institute of Information TechnologyHyderabad
4408,5,theab,India,28040,2002,2107,193,28,20180430 063000,National Institute of Technology Raipur
4408,5,danidino,India,28040,2002,2127,197,21,20200525 000000,Springdale High School
4408,5,drushabh,India,28040,2002,2002,91,11,20200615 150000,Nirma University
4408,5,mraman,India,28040,2002,2002,133,7,20200713 150000,Institute of Engineering and Rural TechnologyAllahabad
4408,5,meetrockstar,India,28040,2002,2041,908,35,20191216 150000,Indian Institute of Technology Kharagpur
4408,5,sushil2107,India,28040,2002,2007,73,9,20190213 150000,Maulana Azad National Institute of TechnologyBhopal
4408,5,sn0wman,Bangladesh,940,2002,2041,100,11,20190415 150000,Jahangirnagar University
4408,5,mehul02,India,28040,2002,2022,208,24,20191015 180000,ABV  Indian Institute of Information Technology and Management Gwalior
4408,5,omshubham99,India,28040,2002,2048,215,27,20190223 223000,Motilal Nehru National Institute of Technology Allahabad
4408,5,yaakuzaa,India,28040,2002,2002,19,4,20200829 223000,Army Institute of Technology
4408,5,devvats,India,28040,2002,2174,101,11,20200720 000000,Indian Institute of Technology Dhanbad
4408,5,ymdragon,China,1520,2002,2002,33,1,20180722 000000,Changjun High School
4408,5,sunatullo,Uzbekistan,40,2002,2002,16,0,20181118 183000,Tashkent University of Information Technologies
4408,5,ccd97,India,28040,2002,2002,38,1,20180924 000000,Dwarkadas Jivanlal Sanghvi College of Engineering
4408,5,riddhi77,India,28040,2002,2002,233,12,20180417 150000,University of Engineering and Management
4408,5,melnyk,Ukraine,610,2002,2274,114,10,20180630 223000,Ring Labs
4408,5,imamit,India,28040,2002,2079,139,17,20170313 150000,International Institute of Information TechnologyHyderabad
4408,5,lbjlc,United States,1090,2002,2002,13,1,20190330 223000,Finance
4408,5,nazeer123,India,28040,2002,2004,72,13,20180514 150000,Vellore Institute of TechnologyChennai
4408,5,roberticey,India,28040,2002,2002,35,5,20200824 001500,Indian Institute of Technology Kanpur
4408,5,dhaarna1999,India,28040,2002,2002,45,11,20180716 150000,Indian Institute of Technology Indore
4408,5,vaibhav2110,India,28040,2002,2059,134,20,20200824 001500,National Institute of TechnologyKurukshetra
4408,5,vinit6,India,28040,2002,2120,42,10,20180929 223000,
4408,5,okashichan,Moldova,30,2002,2289,75,5,20171211 150000,Nowhere
4434,5,mac5253,India,28230,2001,2001,62,10,20200627 223000,Indian Institute of Engineering Science and TechnologyShibpur
4434,5,brownsands,India,28230,2001,2001,158,25,20200720 000000,Indian Institute of Information TechnologyAllahabad
4434,5,deepak007,India,28230,2001,2010,185,16,20160730 233000,Indian Institute of Technology Dhanbad
4434,5,adiii26,India,28230,2001,2002,176,10,20191228 223000,Birla Institute of TechnologyPatna
4434,5,pxux7c,India,28230,2001,2001,67,12,20190916 150000,Indian Institute of Technology Kanpur
4434,5,vaibhavthakkar,India,28230,2001,2013,156,11,20190624 000000,Indian Institute of Technology Kanpur
4434,5,mmukund,India,28230,2001,2001,45,14,20200829 223000,Netaji Subhas University Of Technology
4434,5,codefreak9,India,28230,2001,2036,53,12,20170612 150000,Indian Institute of Technology Kharagpur
4434,5,pdnik,India,28230,2001,2001,59,3,20190819 000000,National Institute of TechnologyPuducherry
4434,5,didenkoilia,Russia,1170,2001,2001,19,5,20180418 201900,cole PolytechniquePalaiseau
4434,5,khaled,Egypt,210,2001,2104,72,5,20181124 223000,Faculty of EngineeringAlexandria University
4434,5,meowmeow321,India,28230,2001,2076,68,1,20200113 150000,Indian Institute of Technology BHU
4434,5,funbiscuit,Russia,1170,2001,2001,59,6,20190715 150000,
4434,5,insiderpants,India,28230,2001,2021,50,5,20200829 223000,Delhi Technological University
4434,5,dsweg,India,28230,2001,2001,48,8,20180312 150000,Indian Institute of Technology Delhi
4434,5,kaszubki,Poland,360,2001,2001,25,0,20141222 000000,Jagiellonian UniversityKrakow
4434,5,sargun99,India,28230,2001,2001,145,21,20190819 000000,Birla Institute of Technology and Science
4434,5,rohanagarwall,India,28230,2001,2001,67,6,20200725 223000,Birla Institute of Technology  Science PilaniGoa Campus
4434,5,dalton,India,28230,2001,2021,52,15,20151012 150000,National Institute of Technology Patna
4434,5,gc1996,India,28230,2001,2001,17,5,20180917 150000,International Institute of Information TechnologyBhubaneswar
4434,5,mazumder7,India,28230,2001,2001,69,18,20200413 173000,Jadavpur University
4434,5,amangarg1234,India,28230,2001,2002,65,6,20200824 001500,National Institute of TechnologyKurukshetra
4434,5,leducthinh0409,Vietnam,700,2001,2055,55,11,20180312 150000,Tr
4434,5,a2hksy,India,28230,2001,2006,302,40,20180324 200000,National Institute of TechnologyKurukshetra
4434,5,mohit2705,India,28230,2001,2001,29,6,20181020 150000,Indian Institute of Technology Guwahati
4434,5,manishjoshi394,India,28230,2001,2055,61,6,20200829 223000,National Institute of TechnologyUttarakhand
4434,5,ashwath7500,India,28230,2001,2060,76,8,20200425 224000,Indian Institute of Technology BHU
4467,5,Kokos,Poland,370,2000,2037,61,1,20170219 150000,Self Employed
4467,5,codewitcher,India,28460,2000,2081,36,2,20171211 150000,Home Schooling
4467,5,hb11,India,28460,2000,2012,208,13,20190427 223000,Delhi Technological University
4467,5,ayush005,India,28460,2000,2000,38,3,20200817 150000,TATA Consultancy Services
4467,5,ellipsecode,India,28460,2000,2000,70,17,20181119 000000,Jaypee Institute of Information Technology
4467,5,orange99,India,28460,2000,2000,51,0,20150329 140000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4467,5,xer0,India,28460,2000,2010,58,0,20200824 001500,International Institute of Information TechnologyHyderabad
4467,5,avinashmalviya,India,28460,2000,2110,99,6,20181027 223000,Flipkart Internet Pvt Ltd
4467,5,rishisharma,India,28460,2000,2018,251,31,20200713 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
4467,5,abhijitpatil,India,28460,2000,2000,85,7,20200627 223000,Indian Institute of Information TechnologySri City
4467,5,kukrejavlk,India,28460,2000,2000,192,28,20190715 150000,Birla Institute of Technology  Science PilaniGoa Campus
4467,5,sampritipanda,India,28460,2000,2169,297,38,20160827 223000,Sai International School
4467,5,sahaj2499,India,28460,2000,2000,45,3,20200217 150000,Delhi Technological University
4467,5,dxymaster,Cape Verde,10,2000,2155,28,2,20191216 150000,University of Cape Verde
4467,5,hardik610,India,28460,2000,2000,66,15,20180115 150000,The LNM Institute of Information TechnologyJaipur
4467,5,ysfoo,Australia,30,2000,2068,33,0,20200413 173000,University of Melbourne
4467,5,dikshant001,India,28460,2000,2037,176,23,20160523 000000,Indian Institute of Information TechnologyAllahabad
4467,5,sahushivam,India,28460,2000,2000,43,2,20190121 000000,Madan Mohan Malaviya University of Technology Gorakhpur
4467,5,himanshushkl69,India,28460,2000,2022,204,8,20200113 150000,National Institute of TechnologyCalicut
4467,5,piyush1305,India,28460,2000,2000,121,13,20200716 001500,Netaji Subhas University Of Technology
4467,5,bibhu0,India,28460,2000,2000,42,4,20190928 223000,Indian Institute of Technology Dhanbad
4467,5,dcoder2537,India,28460,2000,2000,25,9,20200713 150000,Delhi Technological University
4467,5,ravit0001,India,28460,2000,2000,126,18,20170417 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
4467,5,nupurbaghel,India,28460,2000,2000,142,25,20190325 000000,Netaji Subhas University Of Technology
4467,5,mohajain99,India,28460,2000,2000,153,17,20200720 000000,Indian Institute of Technology BHU
4467,5,narayanpai1,India,28460,2000,2050,64,6,20200425 224000,National Institute of Technology Karnataka
4467,5,iamtoogood,India,28460,2000,2053,138,24,20161219 000000,National Institute of TechnologyKurukshetra
4467,5,codenameghost,India,28460,2000,2136,111,7,20200716 001500,Motilal Nehru National Institute of Technology Allahabad
4467,5,venkatnikhil1,India,28460,2000,2066,109,3,20200113 150000,Indian Institute of Technology Madras
4499,4,ndao107,Taiwan,310,1999,2090,41,1,20191216 150000,National Taiwan University
4499,4,devenderissar,India,28720,1999,1999,288,11,20180630 223000,Netaji Subhas University Of Technology
4499,4,mckrisch,Germany,180,1999,2140,206,34,20200413 173000,
4499,4,ishagupta18,India,28720,1999,1999,45,5,20190715 150000,Indraprastha Institute of Information TechnologyDelhi
4499,4,pron33t,India,28720,1999,1999,84,0,20140714 150000,Indian Institute of Technology Kanpur
4499,4,karan1106,India,28720,1999,2117,227,21,20171120 000000,Amazon
4499,4,asmah98,India,28720,1999,1999,222,27,20200217 150000,Shri Govindram Seksaria Institute of Technology and Science
4499,4,mintuagarwal,India,28720,1999,1999,163,10,20200824 001500,Indian Institute of Technology Kharagpur
4499,4,tunesh123,India,28720,1999,2045,350,35,20190213 150000,National Institute of Technology Jamshedpur
4499,4,kroneckerdelta,India,28720,1999,2067,31,1,20200627 223000,Indian Institute of Technology Guwahati
4499,4,chaitan94,India,28720,1999,1999,172,9,20150112 150000,Indian Institute of Technology Indore
4499,4,dyrroth,India,28720,1999,1999,40,3,20200817 150000,Indian Institute of Technology BHU
4499,4,hitik,India,28720,1999,2021,327,54,20200829 223000,Delhi Technological University
4499,4,snbk,Iran,250,1999,1999,12,0,20141026 140000,Sharif University of Technology
4499,4,witalijhq,Ukraine,620,1999,1999,78,1,20160915 150000,Taras Shevchenko National University of Kyiv
4499,4,indra1234,India,28720,1999,1999,137,18,20200713 150000,National Institute of Technology Warangal
4499,4,raisfathin38,Indonesia,170,1999,2127,62,1,20170612 150000,SMAN 1 Bogor
4499,4,ismail2311,India,28720,1999,1999,258,23,20180312 150000,Vidyalankar Institute of Technology
4499,4,dh1n3sh,India,28720,1999,2029,34,10,20200817 150000,Sri Sivasubramaniya Nadar College of EngineeringChennai
4499,4,anubhav94,India,28720,1999,2200,223,1,20160523 000000,Indian Institute of Technology Roorkee
4499,4,pinkesh12,India,28720,1999,2027,87,18,20200817 150000,The LNM Institute of Information TechnologyJaipur
4499,4,ihatereptilods,Russia,1190,1999,1999,11,0,20180319 000000,
4524,4,prashantpx,India,28880,1998,1998,115,16,20200113 150000,Kamla Nehru Institute of Technology
4524,4,abhishek2197,India,28880,1998,1998,225,43,20170911 150000,University of Southern California
4524,4,satin1004,India,28880,1998,1998,134,6,20200817 150000,Delhi Public SchoolFaridabad
4524,4,shivam1012,India,28880,1998,2022,61,10,20200323 000000,Delhi Technological University
4524,4,rakeshpavan333,India,28880,1998,2158,175,11,20191021 000000,National Institute of Technology Karnataka
4524,4,shivamanand,India,28880,1998,2072,146,22,20190812 150000,Motilal Nehru National Institute of Technology Allahabad
4524,4,forifchen,Peru,140,1998,2381,318,4,20200323 000000,360 learning
4524,4,alcinos,France,130,1998,1998,72,3,20160516 150000,Ecole Normale Sup
4524,4,raghavk16,India,28880,1998,2053,167,23,20170911 150000,Netaji Subhas University Of Technology
4524,4,devendra7700,India,28880,1998,2040,59,9,20200425 224000,Indian Institute of Technology Kanpur
4524,4,xpertcoder,India,28880,1998,1998,207,5,20150216 000000,Maulana Azad National Institute of TechnologyBhopal
4524,4,lllllllllllll,India,28880,1998,2182,130,13,20200316 150000,Indian Institute of Technology Delhi
4524,4,sl170030122,India,28880,1998,1998,66,11,20200113 150000,K L University
4524,4,yprac,India,28880,1998,1998,87,9,20170818 150000,Indian Institute of Technology BHU
4524,4,nileshsahu,India,28880,1998,1998,247,28,20200829 223000,National Institute of Technology Raipur
4524,4,errorgorn,Singapore,150,1998,1998,20,2,20200226 000000,NUS High School of Math and Science
4524,4,codinginveins,India,28880,1998,1998,130,9,20200716 001500,Birla Institute of Technology Mesra
4524,4,shahanurag,India,28880,1998,1998,67,4,20181112 150000,Indian Institute of TechnologyJodhpur
4524,4,sandeep007,India,28880,1998,2050,256,44,20190629 223000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
4524,4,g25,India,28880,1998,1998,41,7,20200713 150000,
4524,4,ashokcfc08,India,28880,1998,2107,88,11,20170219 150000,National Institute of TechnologyCalicut
4524,4,guty,Argentina,100,1998,1998,97,12,20190313 150000,Universidad de Buenos Aires
4524,4,darkknightrhz,Bangladesh,950,1998,2147,50,10,20171211 150000,Leading UniversitySylhet
4524,4,utkarshh12,India,28880,1998,2037,200,12,20200421 000000,National Institute of Technology Jamshedpur
4524,4,charizard9,India,28880,1998,1998,65,9,20190928 223000,Indian Institute of Technology Dhanbad
4524,4,tagrawal,India,28880,1998,2121,93,13,20200323 000000,Pune Institute of Computer Technology
4553,4,aryamanarora,India,29100,1997,2305,231,16,20200425 224000,Motilal Nehru National Institute of Technology Allahabad
4553,4,isjas,Egypt,220,1997,1997,26,7,20151214 150000,Faculty of Engineering in Shoubra
4553,4,tarun,India,29100,1997,1997,233,15,20180127 224000,Delhi Technological University
4553,4,lokesh2002,India,29100,1997,1997,132,17,20190126 223000,Professor K K Anands Smart Minds Academy
4553,4,ankit2305,India,29100,1997,2056,339,28,20200829 223000,University School of InformationCommunication and Technology
4553,4,samarth1996,India,29100,1997,2382,226,42,20171113 190000,Fr Conceicao Rodrigues College of EngineeringBandra
4553,4,bear14,India,29100,1997,1997,28,3,20200824 001500,RV College of EngineeringBangalore
4553,4,triple1,India,29100,1997,1997,42,1,20171230 223000,University of Allahabad
4553,4,rabhik8991,India,29100,1997,1997,58,11,20200627 223000,Jadavpur University
4553,4,asimali246,India,29100,1997,2053,131,1,20141228 140000,Vellore Institute of TechnologyVellore
4553,4,pseudocoder10,India,29100,1997,2047,116,4,20200716 001500,Indian Institute of Information TechnologyAllahabad
4553,4,punee9011,India,29100,1997,1997,75,16,20171113 190000,
4553,4,rkstar1207,India,29100,1997,1997,286,17,20191021 000000,Indian Institute of Technology Dhanbad
4553,4,pulsatio,Peru,150,1997,2045,42,4,20200824 001500,Universidad de Ingenier
4553,4,lashavi,India,29100,1997,2056,235,40,20180219 000000,Swiggy
4553,4,brainstorm,India,29100,1997,2159,413,18,20180312 150000,Indian Institute of Information TechnologyAllahabad
4553,4,delta4d,China,1530,1997,2212,107,16,20160411 170000,Shanghai Jiao Tong University
4553,4,apoorv1412,India,29100,1997,2002,306,30,20200725 223000,Indraprastha Institute of Information TechnologyDelhi
4573,4,studentnitk,India,29250,1996,1996,148,18,20161219 000000,National Institute of Technology Karnataka
4573,4,pranavdeval,India,29250,1996,1996,77,20,20200713 150000,Gokaraju Rangaraju Institute of Engineering and TechnologyHyderabad
4573,4,rito1999,India,29250,1996,1996,87,10,20200413 173000,Kalyani Government Engineering College
4573,4,procrastinate7,United Kingdom,120,1996,2239,154,42,20200817 150000,
4573,4,penguin23,India,29250,1996,1996,74,8,20200713 150000,
4573,4,godparticle17,India,29250,1996,1996,34,3,20200817 150000,
4573,4,tempest,India,29250,1996,2009,31,5,20200817 150000,
4573,4,shrabana99,India,29250,1996,2007,218,12,20200413 173000,Kalyani Government Engineering College
4573,4,jorik,Belgium,30,1996,1996,30,8,20160915 150000,Katholieke Universiteit LeuvenBelgium
4573,4,buzinga,India,29250,1996,1996,46,8,20191015 180000,Netaji Subhas University Of Technology
4573,4,johnny23,Cuba,80,1996,1997,23,7,20200817 150000,Universidad de las Ciencias Inform
4573,4,gursharan123,India,29250,1996,1996,92,13,20200713 150000,Indian Institute of Technology Kharagpur
4573,4,silke,Croatia,60,1996,2226,115,5,20180212 150000,Office
4573,4,dushsingh1995,India,29250,1996,2054,427,82,20200829 223000,
4573,4,sjs1993,India,29250,1996,1996,64,4,20190812 150000,National Institute of TechnologyRourkela
4573,4,vaibhav0309,India,29250,1996,1996,62,18,20200829 223000,Indian Institute of Technology Guwahati
4573,4,upobir,Bangladesh,960,1996,2161,39,1,20200817 150000,Bangladesh University of Engineering and Technology
4591,4,yash23sep,India,29370,1995,1995,82,7,20200511 150000,Indian Institute of Technology Ropar
4591,4,paliyastrot,India,29370,1995,1995,111,3,20190415 150000,GL Bajaj Institute of Technology and Management
4591,4,sid779,India,29370,1995,1995,136,18,20200716 001500,Krishna Institute of Engineering and Technology
4591,4,mananshah2709,India,29370,1995,2007,45,7,20200829 223000,Indian Institute of TechnologyJodhpur
4591,4,roshan08,India,29370,1995,2028,47,4,20200817 150000,Indian Institute of Technology BHU
4591,4,dmpage,United States,1100,1995,2017,103,16,20200817 150000,North Carolina State University
4591,4,catdog456,United States,1100,1995,1995,61,5,20190819 000000,DePaul UniversityIllinois
4591,4,hardikiitr,India,29370,1995,1995,26,3,20170826 230000,Indian Institute of Technology Roorkee
4591,4,kfg021,United States,1100,1995,1995,29,3,20200829 223000,
4591,4,pravariitk,India,29370,1995,1995,47,6,20200817 150000,Indian Institute of Technology Kanpur
4591,4,adhocking,India,29370,1995,2007,140,4,20190417 000000,Indian Institute of Technology Bombay
4591,4,ayush1899,India,29370,1995,1995,123,9,20200427 233000,National Institute of TechnologyDurgapur
4591,4,rupavjain,India,29370,1995,1995,30,1,20200627 223000,Netaji Subhas University Of Technology
4591,4,saahilk,India,29370,1995,2021,192,31,20180212 150000,National Institute of TechnologyCalicut
4591,4,theguy,India,29370,1995,1995,99,12,20200511 150000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
4591,4,nikolapesic,Serbia,170,1995,1995,42,1,20190114 150000,University of Novi Sad
4591,4,jaykishan0705,India,29370,1995,2117,136,8,20200425 224000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4591,4,taylorio,United Kingdom,130,1995,2062,84,5,20150216 150000,KTHRoyal Institute of Technology
4591,4,aditya02,India,29370,1995,1995,59,16,20181027 223000,Indian Institute of Technology Dhanbad
4591,4,spmalviya1998,India,29370,1995,2001,228,9,20200829 223000,The LNM Institute of Information TechnologyJaipur
4591,4,lastoption,India,29370,1995,2080,30,1,20170821 000000,Indian Institute of Technology BHU
4591,4,shivamsinha989,India,29370,1995,1995,122,9,20200217 150000,Maulana Abul Kalam Azad University of TechnologyWest Bengal
4591,4,neel1997,India,29370,1995,1995,66,15,20200316 150000,School of Engineering and Applied Science SEASAhmedabad University
4616,4,manveer96,India,29550,1994,1994,63,10,20160713 150000,Motilal Nehru National Institute of Technology Allahabad
4616,4,souvik08193,India,29550,1994,1994,55,7,20200817 150000,Indian Institute of Information TechnologyAllahabad
4616,4,husheyn,United States,1130,1994,2255,103,2,20150817 150000,University of CaliforniaLos Angeles
4616,4,mit12345,India,29550,1994,1995,42,12,20190415 150000,Samsung Research Institute NoidaSRIN
4616,4,ashishdwi99,India,29550,1994,1994,98,13,20200817 150000,Heritage Institute of TechnologyKolkata
4616,4,akash,Bangladesh,970,1994,2056,89,7,20170612 150000,Khulna University of Engineering  Technology
4616,4,shreyanshgeek1,India,29550,1994,1994,45,8,20190916 150000,Indian Institute of Information TechnologyAllahabad
4616,4,teleport,Belarus,400,1994,2043,122,3,20170219 150000,Belarusian State University of Informatics and Radioelectronics
4616,4,divyanshio,India,29550,1994,1994,87,21,20200817 150000,Indian Institute of Technology Mandi
4616,4,kush159,India,29550,1994,2067,106,11,20200720 000000,Indian Institute of Technology Guwahati
4616,4,sandipjana,India,29550,1994,1994,243,13,20161024 000000,Institute of Engineering and ManagementKolkata
4616,4,beatyourself,India,29550,1994,1994,60,4,20200716 001500,Indian Institute of Technology BHU
4616,4,suhruth,India,29550,1994,1994,72,0,20190812 150002,International Institute of Information TechnologyBangalore
4616,4,plff,Canada,300,1994,2152,30,2,20170818 150000,University of Toronto
4616,4,hafizsamrat,Bangladesh,970,1994,2065,63,2,20200427 233000,American International University
4616,4,priybhanu,India,29550,1994,1994,37,9,20200725 223000,Delhi Technological University
4616,4,vyommodi03,India,29550,1994,1994,52,9,20200615 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4616,4,sandeshjain13,India,29550,1994,1994,33,6,20200713 150000,Delhi Technological University
4616,4,hks1403,India,29550,1994,1994,126,23,20200829 223000,Netaji Subhas University Of Technology
4616,4,alfeh,Bangladesh,970,1994,1994,37,2,20200829 223000,Shahjalal University of Science  Technology
4616,4,anastas,Ukraine,630,1994,2061,82,1,20140825 002000,National University of Lviv
4616,4,magentacobra,United States,1130,1994,2037,46,9,20200829 223000,University of Virginia
4616,4,shahed95,Bangladesh,970,1994,2147,106,20,20200323 000000,Islamic University of Technology
4616,4,anript,India,29550,1994,1994,13,0,20200824 001500,Indian Institute of Technology Bhubaneswar
4616,4,fantianqi,China,1540,1994,1994,24,1,20190812 150000,
4616,4,pt314,United States,1130,1994,2024,85,17,20170911 150000,Clearwater Analytics
4616,4,abhi2812,India,29550,1994,2080,147,24,20170826 230000,Netaji Subhas University Of Technology
4644,4,shyambabaji,India,29720,1993,2045,63,13,20200622 000000,International Institute of Information TechnologyNaya Raipur
4644,4,stefanzzz,Romania,360,1993,1993,125,2,20160713 150000,Universitatea Politehnica din Bucuresti
4644,4,ritesh104,India,29720,1993,2072,120,8,20200817 150000,Adobe Systems
4644,4,techtocore,India,29720,1993,1993,346,60,20180924 000000,Cisco India Pvt Ltd
4644,4,d3v3lop3r,India,29720,1993,2123,261,9,20161017 150000,TATA Consultancy Services
4644,4,rock2000,India,29720,1993,1993,111,5,20200113 150000,National Institute of TechnologyKurukshetra
4644,4,spaul100,India,29720,1993,1993,116,8,20161231 223000,National Institute of Technology Silchar
4644,4,bhavitsharma,India,29720,1993,2202,109,10,20190330 223000,Indian Institute of Technology Patna
4644,4,rishabhbhaai4,India,29720,1993,1993,71,12,20190213 150000,Delhi Technological University
4644,4,saket21,India,29720,1993,2013,107,25,20200530 223000,Indian Institute of Technology Roorkee
4644,4,anuartb,Kazakhstan,240,1993,2165,122,11,20170717 150000,Aktobe Kazakh Turkish High School
4644,4,myth,India,29720,1993,2028,24,1,20190923 000000,Indian Institute of Technology Mandi
4644,4,durtynuke,India,29720,1993,2122,92,7,20170522 000000,Indian Institute of Technology Kanpur
4644,4,haghani,Iran,260,1993,1993,18,1,20141026 140000,Sharif University of Technology
4644,4,nishant10,India,29720,1993,2042,172,6,20150525 000000,Motilal Nehru National Institute of Technology Allahabad
4644,4,piyushgupta,India,29720,1993,2001,125,22,20200627 223000,Jaypee Institute of Information Technology
4644,4,fullmetal1331,India,29720,1993,1993,121,3,20200829 223000,ABV  Indian Institute of Information Technology and Management Gwalior
4644,4,shubhamandro,India,29720,1993,1993,153,11,20200817 150000,Birla Institute of Technology  Science PilaniGoa Campus
4644,4,paras2020,India,29720,1993,1993,21,4,20200713 150000,
4644,4,l0new0lf13,India,29720,1993,1993,35,2,20200113 150000,Indian Institute of Technology Kharagpur
4644,4,harshhp,India,29720,1993,2025,52,2,20200217 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
4644,4,aj125,India,29720,1993,1993,74,12,20200817 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
4644,4,stazo,Thailand,100,1993,1993,121,1,20161114 150000,Suankularb Wittayalai School
4644,4,agarwal2604,India,29720,1993,1993,141,12,20190812 150000,Heritage Institute of TechnologyKolkata
4668,4,pranjalg99,India,29920,1992,2075,71,10,20190928 223000,GL Bajaj Institute of Technology and Management
4668,4,shaft,Bangladesh,1010,1992,2124,110,17,20200720 000000,CodeMarshal IT Systems Ltd
4668,4,priyanshu2501,India,29920,1992,2189,167,5,20160315 150000,Google
4668,4,asheybo,Switzerland,60,1992,1992,114,0,20131021 000000,Google
4668,4,aakashsinha,India,29920,1992,2142,57,5,20171225 000000,Indian Institute of Technology Delhi
4668,4,ayushkr667,India,29920,1992,2013,184,18,20200713 150000,School of EngineeringCochin University of Science and Technology
4668,4,kadalbonek,Indonesia,180,1992,2170,152,6,20180417 150000,Institut Teknologi Bandung
4668,4,keshav,India,29920,1992,1992,67,15,20190114 150000,Shri Ramdeobaba College of Engineering and Management
4668,4,abhishek0706,India,29920,1992,1992,74,8,20200720 000000,Indian Institute of Technology Roorkee
4668,4,dshahid380,India,29920,1992,1992,158,8,20200817 150000,Netaji Subhash Engineering College
4668,4,charulsharma57,India,29920,1992,1992,361,29,20191021 000000,Jaypee Institute of Information Technology
4668,4,therapgod,India,29920,1992,1992,39,21,20180115 150000,
4668,4,pawone3,India,29920,1992,1992,25,3,20190427 223000,Kamla Nehru Institute of Technology
4668,4,marcos99,India,29920,1992,1992,112,4,20200615 150000,Army Institute of Technology
4668,4,dkrdharmesh,India,29920,1992,2004,225,3,20160321 000000,Amazoncom
4668,4,dolamanee6122,India,29920,1992,1992,108,4,20200622 000000,Indian Institute of Technology Dhanbad
4668,4,ocheretny,Ukraine,640,1992,2244,107,20,20180115 150000,Taras Shevchenko National University of Kyiv
4668,4,sandeepkumar,India,29920,1992,2072,158,9,20200627 223000,Indian Institute of Technology BHU
4668,4,lesteryang,China,1550,1992,1992,26,0,20140414 150000,South China Agricultural University
4668,4,babindutta,India,29920,1992,1992,272,17,20190213 150000,National Institute of Technology Raipur
4668,4,brehampie,Bangladesh,1010,1992,1992,64,6,20200829 223000,Khulna University of Engineering  Technology
4668,4,tushar0609,India,29920,1992,1997,109,11,20200829 223000,Motilal Nehru National Institute of Technology Allahabad
4668,4,vbsinha,India,29920,1992,1992,22,3,20200829 223000,Indian Institute of TechnologyHyderabad
4668,4,indra123,India,29920,1992,2026,37,12,20180115 150000,Indian Institute of TechnologyJodhpur
4668,4,bhishma,India,29920,1992,2183,169,18,20180716 150000,Chennai Mathematical Institute
4694,4,ritikagg22,India,30110,1991,1991,30,0,20200413 173000,Delhi Technological University
4694,4,coderr,India,30110,1991,2075,183,10,20160725 000000,Birla Institute of Technology Mesra
4694,4,nicks95,India,30110,1991,2043,263,5,20180514 150000,Samsung Research Institute Bangalore
4694,4,motif,India,30110,1991,2049,292,31,20200427 233000,Jaypee Institute of Information Technology
4694,4,waduhekk,India,30110,1991,1991,38,4,20190812 150000,Indian Institute of Information TechnologyAllahabad
4694,4,absolutecoder,India,30110,1991,1991,23,0,20170219 150000,Indian Institute of Technology Bombay
4694,4,manjunath1996,India,30110,1991,2050,283,32,20170918 000000,National Institute of Technology Warangal
